,conv_id,utter_id,utterance,speaker,file_path,scam
100,498_0,0,"All I could think of was y'know, ""Is he gonna kiss me? Is he gonna kiss me?""",PHOEBE,./data/MUStARD/MUStARD/audio_files/498_0_0.wav,False
101,498_0,1,And did he?,MONICA,./data/MUStARD/MUStARD/audio_files/498_0_1.wav,False
102,529_0,0,"I don't know, I'm still pretty tired out from this afternoon.",PERSON,./data/MUStARD/MUStARD/audio_files/529_0_0.wav,False
103,529_0,1,Why?,PHOEBE,./data/MUStARD/MUStARD/audio_files/529_0_1.wav,False
104,53_0,0,Thanks so much for helping me.,PERSON,./data/MUStARD/MUStARD/audio_files/53_0_0.wav,False
105,53_0,1,Thank you so much for giving me the opportunity to help.,LEONARD,./data/MUStARD/MUStARD/audio_files/53_0_1.wav,False
106,551_0,0,"Okay, that-that's all for today. Oh, uh does anyone know where the Freeman building is?",ROSS,./data/MUStARD/MUStARD/audio_files/551_0_0.wav,False
107,551_0,1,"Yeah, it's the new building on Avenue A.",PERSON,./data/MUStARD/MUStARD/audio_files/551_0_1.wav,False
108,560_0,0,"I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something.",RACHEL,./data/MUStARD/MUStARD/audio_files/560_0_0.wav,True
109,560_0,1,"Yeah. Yeah, that's what you need a good .. pill.",PHOEBE,./data/MUStARD/MUStARD/audio_files/560_0_1.wav,True
110,583_0,0,"Yeah, I mean I was up sick all night.",RACHEL,./data/MUStARD/MUStARD/audio_files/583_0_0.wav,False
111,583_0,1,"Yeah me too, all night. Really?!",JOEY,./data/MUStARD/MUStARD/audio_files/583_0_1.wav,False
112,598_0,0,You roll another hard eight and we get married here tonight.,CHANDLER,./data/MUStARD/MUStARD/audio_files/598_0_0.wav,False
113,598_0,1,Are you serious?!,MONICA,./data/MUStARD/MUStARD/audio_files/598_0_1.wav,False
114,598_0,2,Yes! I love you!,CHANDLER,./data/MUStARD/MUStARD/audio_files/598_0_2.wav,False
115,598_0,3,I've never loved anybody as much as I love you.,MONICA,./data/MUStARD/MUStARD/audio_files/598_0_3.wav,False
116,603_0,0,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",ROSS,./data/MUStARD/MUStARD/audio_files/603_0_0.wav,True
117,603_0,1,You mean they're lovers.,PERSON,./data/MUStARD/MUStARD/audio_files/603_0_1.wav,True
118,619_0,0,"Whop, it is really coming down.",DOROTHY,./data/MUStARD/MUStARD/audio_files/619_0_0.wav,True
119,619_0,1,Whats coming down?,ROSE,./data/MUStARD/MUStARD/audio_files/619_0_1.wav,True
120,632_0,0,Oh I am so nervous. Have you ever given an eulogy?,DOROTHY,./data/MUStARD/MUStARD/audio_files/632_0_0.wav,True
121,632_0,1,You mean at a funeral?,ROSE,./data/MUStARD/MUStARD/audio_files/632_0_1.wav,True
122,72_0,0,"Well, I wouldn't put it exactly that way.",LEONARD,./data/MUStARD/MUStARD/audio_files/72_0_0.wav,False
123,72_0,1,How would you put it?,SHELDON,./data/MUStARD/MUStARD/audio_files/72_0_1.wav,False
124,82_0,0,Thank you for driving me back to my hotel.,PERSON,./data/MUStARD/MUStARD/audio_files/82_0_0.wav,False
125,82_0,1,"Oh,it's not a problem.",PENNY,./data/MUStARD/MUStARD/audio_files/82_0_1.wav,False
126,8_0,0,"You know, I am not going to enjoy this party.",SHELDON,./data/MUStARD/MUStARD/audio_files/8_0_0.wav,True
127,8_0,1,"I know, I'm familiar with you.",LEONARD,./data/MUStARD/MUStARD/audio_files/8_0_1.wav,True
128,8_0,2,"The last department party, Professor Finkleday cornered me and talked about spelunking for 45 minutes.",SHELDON,./data/MUStARD/MUStARD/audio_files/8_0_2.wav,True
129,8_0,3,"Yes, I was there.",LEONARD,./data/MUStARD/MUStARD/audio_files/8_0_3.wav,True
130,8_0,4,You know what's interesting about caves?,SHELDON,./data/MUStARD/MUStARD/audio_files/8_0_4.wav,True
131,8_0,5,What?,LEONARD,./data/MUStARD/MUStARD/audio_files/8_0_5.wav,True
132,8_0,6,Nothing.,SHELDON,./data/MUStARD/MUStARD/audio_files/8_0_6.wav,True
133,8_0,7,"Then we'll avoid him, we'll meet the new department head, congratulate him, shake his hand and go.",LEONARD,./data/MUStARD/MUStARD/audio_files/8_0_7.wav,True
